Type;Udbudsform;Energimærke;Varmekilde;Byggeår;Rum;Bad;Toilet;Boligareal;Garage;Grundareal;Kontantpris;Ejerudgift;address;description;zip code;Ombygget;Kælder;Carport;Plan;Udhus;Disp. rum;Fritliggende overdækning;Anneks;Udestue;210;Orangeri;Lager;Lysthus;Drivhus;Bygning til lager;Etage;Overdækket areal;Ukendt bygning;Overdækning;overdækning;Erhverv;Bygning til detailhandel;Tiloversbleven landbrugsbygning;Værksted;Skur;Gammel mølle - bygning til fritidsformål;Ukendt;Fritliggende enfamiliehus;Fritliggende udestue;Overdækket terrasse;Bygning til industri uden integreret produktionsapparat;Nørrebro 8B, stuen Værksted ;Unnamed: 48;Anden bygning til landbrug mv.;Maskinhus, garage mv.;Pejsestue;Anneks i tilknytning til helårsbolig.;Lade til halm, hø mv.;Garage/udhus;Overdækkede arealer;Hønsehus;Carport/Udhus ;Legehus;Drivhus 2;Brændeskur;Bygning til kontor;Lade til foder, afgrøder mv.;Hundehus;Altan;Carport/Udhus;Voliere;Cykelskur;Udhus/stald;Væksthus;Hal/værksted mv.;Seniorhus;Swimming pool;Dobbelthus;hobbyrum/indbygget udhus;stue/udestue;Anneks med erhvervsstatus;Vindfang;overdækket areal;garage/udhus;værksted;maskinhus, garage mv.;Stald til svin;Bageri lokale;Bolig;Carport/udhus;Anden bygning til helårsbeboelse;Værksted/erhverv;Beboelse;garage;Carport/skur;Overdækket terrasse ;Erhverv - Værksted/Lade bygning;Erhvervsareal;Stald til kvæg, får mv.;Kælder under garage;Erhvervsdel;Udhus (gildesal);Indendørs swimmingpool rum;Garage i kælder;Udhus og garage;Maskinhus;Havepavillion;Erhverv. Heraf er 30m² udhus inkluderet.;Værksted/udhus;Anden bygning til institutionsformål;Fordelingstal:   238/710;Bygning til parkering af flere end to køretøjer i tilknytning til boliger;Lagerbygning;Bygning til parkering- og transportanlæg;Brændehus;Overdækning/brændeskur;Vaskehus;Fyrrum;Udhus med indbygget carport;Garage med indbygget udhus på 62 kvm;udhus med indbygget carport på 21 kvm;Uudmyttet loftsrum;Overdækket arealt;Lade/garage;Stald;Kælder i maskinhus;Erhvervsareal/udhuse;Sommerhus;Anden bygning til fritidsformål;Badeværelse i kælder godkendt til beboelse;Redskabsrum;Overdækket indgangsparti;Privat servicevirksomhed som frisør, vaskeri, netcafé mv.;Fællesrum i bygning 2 (værksted) ;Udhus/Værksted;Overdækket areal ;Lysthus (ikke registreret på BBR);Garage (ikke registreret på BBR);Stald til fjerkræ;Garage/Værksted;Lejlighed;Fritliggende udhus;Minkhal;Butiks/kontorlokale;Leje pr. md.;Depositum;Andel fælleshus;Overdækket terrasse jf. fælles BBR;Parkeringspergola;depot;Depot i kælder;Depotrum i kælder;Fælles trappeareal;pulterrum;kælder;Kælderrum;altan;Altan ;Kælderum ;Pulterrum;depotrum;Altan på ca. 6m2;kælderrum;altan/tagterrasse;tagterrasse;Pulterrum i kælder;Loftrum;Depotrum ;Depotrum;Loftværelse ;Loftsrum;Strygestue;Skabsrum;Viktuolierum;Pulterrum på loftet;Altan/terrasse;fælles adgangsareal;tagetage;areal af åben altan/tagterrasse;balkonareal;altan/terrasse;udestue;Areal af åben/tagterrasse;Andel i fællesareal;hems og loftrum;Købspris;Teknisk Pris;Ydelse;Overdækket altan;Udestue ;Lade;"Maskinhus&nbsp;";Staldbygning;Lade og garage;Hestestald;Ridehal;(UDFASES) Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri, råstofudvinding o. lign;Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri;Bygning til træning og opstaldning af heste;"Stald&nbsp;";anden villa;Maskinhus,  garage mv.;Bed & breakfast bygning;Erhverv - Anden bygning til landbrug mv.;Erhverv - Lade til foder, afgrøder mv.;Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri, råstofudvinding o. lign;Landbrugsbygning;Svinestald;staldbygning;maskinhus;Udhuse;Pavillon;Andre bygninger til landbrug mv.;Anden bygning til serviceerhverv;Bygning til erhvervsmæssig produktion;Bygning til erhvervsmæssig produktion i;Anden bygning til produktion;Bygning til erhvervsmæssig produktion vedrørende industri, håndværk m.v. (fabrik, værksted o.lign.);(UDFASES) Bygning til erhvervsmæssig produktion vedrørende landbrug,;Garage (med plads til et eller to køretøjer);øvrige arealer;Anden bygning til transport, handel etc;Værksted 109 m2 + 3 vær. til bolig 94 m2;Brugsret kælderrum;City;Road;Road1;full_address;latitude;longitude
Villa;Salg;C;Fjernvarme/blokvarme;1963.0;4.0;1.0;1.0;120.0;20.0;892;1.895.000;2.177;Lykkevænget 1, Bramdrupdam 6000 Kolding;Velkommen til villaen på Lykkevænget, der fra 2019 er sat løbende i stand. I ét plan får I et køkken i åben forbindelse til en stue samt en havestue, et badeværelse, tre værelser og et bryggers. De mange forbedringer består blandt andet af fjernvarmeanlæg fra 2018, energiisolering i 2022, eltavle fra 2019 og separat kloakering fra 2021. Haven er særlig dejlig med flere terrassemiljøer.;7100;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Lykkevænget 1, Bramdrupdam;Lykkevænget 1;Lykkevænget 1 Kolding;55.522499;9.452838
Villa;Salg;C;Fjernvarme/blokvarme;1986.0;5.0;1.0;2.0;192.0;82.0;1.035;6.850.000;4.594;Harevænget 67, Strandhuse 6000 Kolding;Harevænget 67 i Strandhuse er til den kræsne køber, der vil elske den moderne elegance på tværs af tre etager. Her får man foruden et væld af værelser også nogle charmerende opholdsrum, og hele herligheden blev desuden ombygget i 2007 med delikate detaljer såsom Genvex-anlæg i alle rum. Sælger har punget ud for at få installeret ladestandere til elbilerne.;6000;2007.0;94.0;22.0;3.0;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Harevænget 67, Strandhuse;Harevænget 67;Harevænget 67 Kolding;55.499088;9.546194
Villa;Salg;C;Fjernvarme/blokvarme;1878.0;5.0;1.0;2.0;122.0;24.0;508;3.745.000;2.776;Lindbæksvej 1, Strandhuse 6000 Kolding;Med nøgleord som fuldstændig indflytningsklar, flot istandsat, en smuk fjordudsigt og nem adgang til vandet får I gode rammer i denne villa i Strandhuse. Villaen fra 1878 er løbende vedligeholdt og er totalrenoveret i 2008 med gulvvarme i hele stueplan og respekt for den oprindelige historie og sjæl, så de 122 kvadratmeter er indflytningsklare. Oveni har bryggerset og gæstetoilettet fået udskiftet inventar i 2019. Endelig får I en pragtfuld have hvorfra i også har udsigt fra de to terrasser.;6000;1990.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Lindbæksvej 1, Strandhuse;Lindbæksvej 1;Lindbæksvej 1 Kolding;55.498997;9.520694
Villa;Salg;D;Fjernvarme/blokvarme;1976.0;4.0;2.0;2.0;160.0;;899;6.495.000;3.451;Troensevej 10 6000 Kolding;På Troensevej 10 i det attraktive Strandhuse i Kolding finder I denne stilrene villa, der passer perfekt til børnefamilien. Den funktionelle planløsning giver jer optimale indretningsmuligheder, og de moderne, gennemgående rammer skaber en flot, rød tråd. Der er ligeså indbydende rammer udendørs, hvor I får en skøn udsigt og privatliv på de solrige terrassemiljøer. Hertil er der nem adgang til vandet og alle hverdagens fornødenheder.;6000;2008.0;87.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Troensevej 10;Troensevej 10;Troensevej 10 Kolding;55.501758;9.509853
Villa;Salg;G;Centralvarme med én fyringsenhed;1880.0;3.0;1.0;1.0;104.0;26.0;911;995.000;2.179;Seest Bakke 48 6000 Kolding;På Seest Bakke 48 står dette ældre, hvide hus fra 1880, som bærer tydeligt præg af sin alder. Ejendommen har derfor behov for enten en omfattende gennemrenovering eller nedrivning. Den gode placering i Seest ved Kolding gør det dog til en attraktiv mulighed med en fin grund, hvor I kan skabe et helt nyt hjem fra bunden.;6000;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Seest Bakke 48;Seest Bakke 48;Seest Bakke 48 Kolding;55.487852;9.455077
Villa;Salg;E;Fjernvarme/blokvarme;1967.0;3.0;1.0;2.0;125.0;24.0;542;;;Fasanvej 9 6000 Kolding;Velkommen til Fasanvej 9 i Kolding, hvor I nu skal se en pæn villa fra 1967. I ét plan råder hjemmet over en stor vinkelstue, et køkken, to værelser, et badeværelse, et gæstetoilet og et bryggers. Haven tilbyder et naturskønt uderum med en opvokset beplantning, en terrasse og hertil kommer en carport med et tilstødende skur.;6000;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Fasanvej 9;Fasanvej 9;Fasanvej 9 Kolding;55.498287;9.465633
Villa;Salg;D;Fjernvarme/blokvarme;1963.0;3.0;2.0;2.0;138.0;;879;3.995.000;4.108;Strandbakken 23, Rebæk 6000 Kolding;Denne villa ligger i et attraktivt område i Kolding med udsigt til fjorden og byen, og placeringen på den blinde vej sikrer et trygt sted for børn at vokse op. I får kort afstand til Rebæk Strand, ligesom midtbyen også kan nås på få minutter. Boligen råder over to værelser, et kontor, et køkken-alrum, en dagligstue foruden to badeværelser. Kælderen er også meget anvendelig, og terrasseområdet er solrigt og med udsigt til fjorden.;6000;1970.0;50.0;43.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Strandbakken 23, Rebæk;Strandbakken 23;Strandbakken 23 Kolding;55.484331;9.519946
Villa;Salg;C;Fjernvarme/blokvarme;1986.0;4.0;1.0;1.0;111.0;;537;1.795.000;2.097;Folehaven 20, Vonsild 6000 Kolding;Denne nydelige etplansvilla ligger i Vonsild tæt på alt, der vil gøre jeres dagligdag nem. I får en skøn planløsning med tre værelser, et køkken fra 2020, en stue og et bryggers foruden et badeværelse og en udestue, som har god potentiale. Ydermere er der genvex i hele huset. Ude venter en overskuelig have og en carport, hvor der er rigeligt med plads til parkering.;6000;;;29.0;1.0;;;;;25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Folehaven 20, Vonsild;Folehaven 20;Folehaven 20 Kolding;55.453196;9.473118
Villa;Salg;C;Fjernvarme/blokvarme;1980.0;4.0;1.0;2.0;150.0;;764;;;Højbjergvej 49, Seest 6000 Kolding;Velkommen til Højbjergvej 49 i Seest, hvor I skal se en villa fra 1980. På tværs af to etager indeholder huset et køkken i åben forbindelse til en stue samt et badeværelse, et gæstetoilet, fire værelser og et bryggers. Inde som ude har I en malerisk udsigt over Ådalen, således også fra den hyggelige have.;6000;;53.0;24.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Højbjergvej 49, Seest;Højbjergvej 49;Højbjergvej 49 Kolding;55.492566;9.438213
Villa;Salg;C;Fjernvarme/blokvarme;1972.0;7.0;2.0;2.0;176.0;;705;2.845.000;2.741;Topasvej 3, Seest 6000 Kolding;I et populært kvarter i Seest, tæt på hverdagens behov og smuk natur, står denne indbydende villa klar til nye ejere. Hjemmet har en god indretning til børnefamilien, hvor I får fire værelser, to badeværelser, et bryggers samt et opholdsmiljø med to stuer, en udestue og et køkken. Udenfor har I en dejlig have med solrige terrasser, og I har desuden kig til naturen.;6000;;;31.0;;6.0;;;;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Topasvej 3, Seest;Topasvej 3;Topasvej 3 Kolding;55.478865;9.444381
Villa;Salg;C;Fjernvarme/blokvarme;1972.0;4.0;1.0;2.0;156.0;30.0;947;2.195.000;2.811;Grøndalsvej 2, Seest 6000 Kolding;Glæd jer til at opleve denne fine og velindrettede etplansvilla i Seest, der ligger på en lukket vej i et eftertragtet område. Indretningen egner sig perfekt til den voksende familie, som både får gode værelser og et skønt samlingspunkt til hverdag og fest. Derudover leves sommeren ude i den solrige, hyggelige have, som især børnene vil sætte pris på. Beliggenheden er også helt i top.;6000;;;19.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Grøndalsvej 2, Seest;Grøndalsvej 2;Grøndalsvej 2 Kolding;55.476225;9.450158
Villa;Salg;E;Fjernvarme/blokvarme;1905.0;8.0;2.0;2.0;150.0;;758;8.995.000;9.551;Fjordvej 48, Strandhuse 6000 Kolding;På en af Koldings mest eksklusive adresser i Strandhuse kan I nu bygge nyt eller sætte jeres eget præg på den eksisterende bolig. Uanset hvad I vælger, er der ingen tvivl om, at I opnår en helt fantastisk beliggenhed ned til Kolding Fjord. Særligt den fremskudte placering på grunden, giver mange muligheder og en helt unik udsigt.;6000;1973.0;;13.0;2.0;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Fjordvej 48, Strandhuse;Fjordvej 48;Fjordvej 48 Kolding;55.497888;9.523677
Villa;Salg;D;Fjernvarme/blokvarme;1977.0;3.0;1.0;2.0;149.0;28.0;1.337;2.995.000;3.445;Frejasvej 9 6000 Kolding;På en rolig og stille stikvej i det populære Koldingområde Strandhuse ligger denne nydelige og ganske velholdte etplansvilla, der foruden en fordelagtig beliggenhed tæt på skov og fjord også toner frem med en god, velkomponeret indretning. I får glæde af blandt andet tre værelser og en stor stue, og ude venter jer en skøn have.;6000;1983.0;36.0;;1.0;;;;;19.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Frejasvej 9;Frejasvej 9;Frejasvej 9 Kolding;55.50686;9.510212
Villa;Salg;D;Fjernvarme/blokvarme;1961.0;4.0;1.0;1.0;101.0;;534;1.995.000;2.118;Spættevej 2 6000 Kolding;Med Kolding midtby i gåafstand ligger denne pæne villa på Spættevej 2. I ét plan med en veludnyttet planløsning får I glæden af et køkken-alrum og en stue i åben forbindelse samt tre værelser, et badeværelse og et bryggers. Udendørs finder I en lukket terrasse, og hertil kommer en isoleret garage.;6000;;;35.0;1.0;21.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Spættevej 2;Spættevej 2;Spættevej 2 Kolding;55.499383;9.470854
Villa;Salg;C;Fjernvarme/blokvarme;1930.0;3.0;1.0;2.0;160.0;;475;2.145.000;2.342;Agtrupvej 68 6000 Kolding;Centralt i Kolding med nemt til hverdagens behov venter denne skønne, rummelige villa på jer, hvor I har tre etager plus et loft at brede jer over. Her får I et køkken, en stue, to værelser med nem mulighed for tre, et badeværelse, et bryggers, et gæstetoilet og fem disponible rum. Udenfor har I en flot anlagt have med sol hele dagen. Velkommen til.;6000;;78.0;;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Agtrupvej 68;Agtrupvej 68;Agtrupvej 68 Kolding;55.481698;9.47755
Villa;Salg;D;Fjernvarme/blokvarme;1966.0;7.0;2.0;3.0;212.0;;1.110;7.500.000;6.292;Fjordvej 107B, Strandhuse 6000 Kolding;Glæd jer til tilværelsen i denne store, indbydende ejendom, som ligger fantastisk tæt på vandet og naturen på nordsiden af Kolding Fjord i Strandhuse. Villaen fra 1966 fremtræder med et spændende arkitektonisk særpræg og byder jer hele 212 kvadratmeter fordelt på to etager. Bedst af alt er der udsigt over fjorden både inde og ude, og dertil hører en god garagebygning.;6000;;73.0;44.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Fjordvej 107B, Strandhuse;Fjordvej 107B;Fjordvej 107B Kolding;55.497438;9.537278
Villa;Salg;E;Fjernvarme/blokvarme;1960.0;5.0;1.0;1.0;116.0;;644;1.895.000;2.303;Hjelmsvej 2 6000 Kolding;På Hjelmsvej 2 i Kolding finder I denne nydelige og yderst velholdte villa, der ikke alene toner frem med en attraktiv beliggenhed tæt på hverdagens gøremål, men også byder på en veldisponeret planløsning og en skøn, lukket have. I kan blandt andet se frem til fire værelser og fine opholdsrum. Velkommen til.;6000;2012.0;;;1.0;12.0;;5.0;;18.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Hjelmsvej 2;Hjelmsvej 2;Hjelmsvej 2 Kolding;55.48271;9.470761
Villa;Salg;A2015;Fjernvarme/blokvarme;2017.0;5.0;2.0;2.0;140.0;;794;3.195.000;3.039;Odins Ager 8, Dalby 6000 Kolding;Dalby er et perfekt valg for børnefamilien, der vil trives i den voksende bydel med stier, natur, skole, hal og cykelafstand til både Rebæk Strand og Kolding centrum. I kan flytte ind i en nyere og energivenlig villa fra 2017, der har en god og praktisk indretning med køkken-alrum, forældreafdeling og tre børneværelser. Haven er klar til sommeren, og fortil er der dobbeltcarport.;6000;;;47.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Odins Ager 8, Dalby;Odins Ager 8;Odins Ager 8 Kolding;55.468241;9.514855
Villa;Salg;C;Fjernvarme/blokvarme;1950.0;5.0;3.0;3.0;162.0;;635;3.895.000;2.553;Kastaniealle 10 6000 Kolding;I får en vildt lækker og central beliggenhed, der giver nem adgang til centrums tilbud og Kolding Storcenters mange butikker. Samtidig er der en fin udsigt over Ådalen og bybilledet fra flere steder i huset, hvor alle kvadratmeter er udnyttet og I får badeværelse på alle tre plan. Huset har et nyere, stort og lyst køkken-alrum, stue, tre værelser og en teenageafdeling i kælderen.;6000;;111.0;50.0;3.0;;;;;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Kastaniealle 10;Kastaniealle 10;Kastaniealle 10 Kolding;55.497297;9.454643
Villa;Salg;E;Fjernvarme/blokvarme;1903.0;7.0;3.0;3.0;184.0;;711;2.695.000;3.475;Castenskjoldsvej 11 6000 Kolding;På Castenskjoldsvej 11 i Kolding finder I dette halve dobbelthus, der pryder bybilledet, og som åbner dørene op til mange, veldisponerede kvadratmeter. Huset fordeler sig over tre etager med et stort, åbent opholdsmiljø, seks værelser og et bryggers foruden et badeværelse på hver etage. Endvidere er der et køkken i kælderen samt egen udgang.;6000;;92.0;;2.0;30.0;;;;23.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Castenskjoldsvej 11;Castenskjoldsvej 11;Castenskjoldsvej 11 Kolding;55.495493;9.48897
Villa;Salg;D;Fjernvarme/blokvarme;1966.0;4.0;1.0;2.0;132.0;;873;1.995.000;2.323;Mosegårdsvej 8, Bramdrupdam 6000 Kolding;Velkommen til Mosegårdsvej 8 i Kolding, hvor I mødes af denne flotte villa, der er gennemgribende renoveret over de seneste år. Fordelt over halvandet plan venter jer tre værelser, et badeværelse, et gæstetoilet, et bryggers og et stort, åbent opholdsmiljø, og udendørs har I fornøjelsen af en nem, sydvestvendt have.;6000;;;30.0;2.0;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Mosegårdsvej 8, Bramdrupdam;Mosegårdsvej 8;Mosegårdsvej 8 Kolding;55.519291;9.456944
Villa;Salg;C;Fjernvarme;1878.0;7.0;2.0;2.0;196.0;;1.919;2.495.000;2.467;Paabyvej 8, Bramdrupdam 6000 Kolding;Med kort afstand til dejlig natur og Kolding Storcenter står denne villa klar til nye ejere. Huset fordeler sig over halvandet plan, hvor I får fem værelser, to badeværelser, et køkken-alrum, en stue og et bryggers. Dertil har I en håndfuld disponible rum foruden de 180 kvm med værksted og lager, som giver jer mange muligheder. Udenfor har I en fin, lukket gårdhave mod syd.;6000;;;;2.0;;;;;;;;;;;180.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Paabyvej 8, Bramdrupdam;Paabyvej 8;Paabyvej 8 Kolding;55.523844;9.459173
Villa;Salg;D;Fjernvarme/blokvarme;1890.0;4.0;1.0;2.0;129.0;;227;1.495.000;2.231;Zahnsgade 13, 1. 6000 Kolding;På Zahnsgade 13 finder I den rummelige lejlighed, der med en veldisponeret planløsning indeholder entre, et køkken-alrum i åben sammenhæng med en stue, tre værelser, et badeværelse og et gæstetoilet. Dertil har i et stort kælderrum til opbevaring og tøjvask. Der er desuden en fin have med en stenterrasse, som sikrer at i har et sted at nyde sommerdage og -aftener med grillen.;6000;;;;2.0;;;;;;;;;;;;1.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kolding;Zahnsgade 13, 1.;Zahnsgade 13;Zahnsgade 13 Kolding;55.490643;9.467232
