Type;Udbudsform;Energimærke;Varmekilde;Byggeår;Rum;Bad;Toilet;Boligareal;Garage;Grundareal;Kontantpris;Ejerudgift;address;description;zip code;Ombygget;Kælder;Carport;Plan;Udhus;Disp. rum;Fritliggende overdækning;Anneks;Udestue;210;Orangeri;Lager;Lysthus;Drivhus;Bygning til lager;Etage;Overdækket areal;Ukendt bygning;Overdækning;overdækning;Erhverv;Bygning til detailhandel;Tiloversbleven landbrugsbygning;Værksted;Skur;Gammel mølle - bygning til fritidsformål;Ukendt;Fritliggende enfamiliehus;Fritliggende udestue;Overdækket terrasse;Bygning til industri uden integreret produktionsapparat;Nørrebro 8B, stuen Værksted ;Unnamed: 48;Anden bygning til landbrug mv.;Maskinhus, garage mv.;Pejsestue;Anneks i tilknytning til helårsbolig.;Lade til halm, hø mv.;Garage/udhus;Overdækkede arealer;Hønsehus;Carport/Udhus ;Legehus;Drivhus 2;Brændeskur;Bygning til kontor;Lade til foder, afgrøder mv.;Hundehus;Altan;Carport/Udhus;Voliere;Cykelskur;Udhus/stald;Væksthus;Hal/værksted mv.;Seniorhus;Swimming pool;Dobbelthus;hobbyrum/indbygget udhus;stue/udestue;Anneks med erhvervsstatus;Vindfang;overdækket areal;garage/udhus;værksted;maskinhus, garage mv.;Stald til svin;Bageri lokale;Bolig;Carport/udhus;Anden bygning til helårsbeboelse;Værksted/erhverv;Beboelse;garage;Carport/skur;Overdækket terrasse ;Erhverv - Værksted/Lade bygning;Erhvervsareal;Stald til kvæg, får mv.;Kælder under garage;Erhvervsdel;Udhus (gildesal);Indendørs swimmingpool rum;Garage i kælder;Udhus og garage;Maskinhus;Havepavillion;Erhverv. Heraf er 30m² udhus inkluderet.;Værksted/udhus;Anden bygning til institutionsformål;Fordelingstal:   238/710;Bygning til parkering af flere end to køretøjer i tilknytning til boliger;Lagerbygning;Bygning til parkering- og transportanlæg;Brændehus;Overdækning/brændeskur;Vaskehus;Fyrrum;Udhus med indbygget carport;Garage med indbygget udhus på 62 kvm;udhus med indbygget carport på 21 kvm;Uudmyttet loftsrum;Overdækket arealt;Lade/garage;Stald;Kælder i maskinhus;Erhvervsareal/udhuse;Sommerhus;Anden bygning til fritidsformål;Badeværelse i kælder godkendt til beboelse;Redskabsrum;Overdækket indgangsparti;Privat servicevirksomhed som frisør, vaskeri, netcafé mv.;Fællesrum i bygning 2 (værksted) ;Udhus/Værksted;Overdækket areal ;Lysthus (ikke registreret på BBR);Garage (ikke registreret på BBR);Stald til fjerkræ;Garage/Værksted;Lejlighed;Fritliggende udhus;Minkhal;Butiks/kontorlokale;Leje pr. md.;Depositum;Andel fælleshus;Overdækket terrasse jf. fælles BBR;Parkeringspergola;depot;Depot i kælder;Depotrum i kælder;Fælles trappeareal;pulterrum;kælder;Kælderrum;altan;Altan ;Kælderum ;Pulterrum;depotrum;Altan på ca. 6m2;kælderrum;altan/tagterrasse;tagterrasse;Pulterrum i kælder;Loftrum;Depotrum ;Depotrum;Loftværelse ;Loftsrum;Strygestue;Skabsrum;Viktuolierum;Pulterrum på loftet;Altan/terrasse;fælles adgangsareal;tagetage;areal af åben altan/tagterrasse;balkonareal;altan/terrasse;udestue;Areal af åben/tagterrasse;Andel i fællesareal;hems og loftrum;Købspris;Teknisk Pris;Ydelse;Overdækket altan;Udestue ;Lade;"Maskinhus&nbsp;";Staldbygning;Lade og garage;Hestestald;Ridehal;(UDFASES) Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri, råstofudvinding o. lign;Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri;Bygning til træning og opstaldning af heste;"Stald&nbsp;";anden villa;Maskinhus,  garage mv.;Bed & breakfast bygning;Erhverv - Anden bygning til landbrug mv.;Erhverv - Lade til foder, afgrøder mv.;Bygning til erhvervsmæssig produktion vedrørende landbrug, gartneri, råstofudvinding o. lign;Landbrugsbygning;Svinestald;staldbygning;maskinhus;Udhuse;Pavillon;Andre bygninger til landbrug mv.;Anden bygning til serviceerhverv;Bygning til erhvervsmæssig produktion;Bygning til erhvervsmæssig produktion i;Anden bygning til produktion;Bygning til erhvervsmæssig produktion vedrørende industri, håndværk m.v. (fabrik, værksted o.lign.);(UDFASES) Bygning til erhvervsmæssig produktion vedrørende landbrug,;Garage (med plads til et eller to køretøjer);øvrige arealer;Anden bygning til transport, handel etc;Værksted 109 m2 + 3 vær. til bolig 94 m2;Brugsret kælderrum;City;Road;Road1;full_address;latitude;longitude
Villa;Salg;D;Naturgas;1905.0;4.0;1.0;1.0;112.0;;583;1.445.000;2.026;Solskovvej 14 7100 Vejle;På Solskovvej 14 i den charmerende Hornstrup Mølleby finder du denne vidunderlige bolig, der vil få dig til at føle dig hjemme fra det øjeblik, du træder ind ad døren. Denne ejendom er blevet omhyggeligt vedligeholdt og moderniseret, samtidig med at den har bevaret sin gamle charme og hygge. Med sine 112 kvadratmeter, der strækker sig over to plan, er denne bolig godt udnyttet og tilbyder en rummelig og komfortabel plads til hele familien. I stueetagen finder du et værelse samt en stue og et køkkenet i åben forbindelse. På førstesalen er der yderligere to charmerende værelser, der giver mulighed for privatliv og individuelle soveområder.  Boligen har også et stilfuldt badeværelse, der er blevet opdateret for at imødekomme moderne behov.  Køkkenet i boligen er blevet moderniseret og tilbyder et funktionelt og indbydende rum til madlavning og samvær. Udenfor venter en let og overskuelig have, hvor du kan slappe af, nyde naturen eller tilbringe tid med familie og venner. Og med en rummelig carport på 25 kvadratmeter behøver du aldrig bekymre dig om parkering. Boligen har gennemgående været velholdt, og du kan forvente en pålidelig boligoplevelse. Tagbelægningen blev udskiftet i 2001, og gasfyret blev installeret i 2018. Med fibernet får du hurtig internetforbindelse til at imødekomme dine moderne behov. Beliggenheden på Solskovvej 14 tilbyder nem adgang til motorvej E45, hvilket gør det bekvemt at pendle eller rejse til omkringliggende områder. Der er også gode offentlige transportforbindelser i form af busser og cykelstier, der forbinder dig til Vejle og flere skoler som Lindved, Grejs, Grejsdalen og Novaskolen.;7100;;;25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vejle;Solskovvej 14;Solskovvej 14;Solskovvej 14 Vejle;55.751932;9.571871
Villa;Salg;B;Varmepumpe;1963.0;7.0;1.0;2.0;200.0;;718;2.195.000;2.527;Havrebakken 3, Grejs 7100 Vejle;I Grejs finder I denne nydelige og velholdte perle af en villa, hvor I ikke alene kan se frem til en fortræffelig udsigt over by og land, men også får fornøjelsen af en attraktiv planløsning med blandt andet store, lyse opholdsrum og ikke færre end fire gode værelser. Bemærk, at der i 2023 blev installeret en ny varmepumpe.    I stueplan centrerer boligen sig omkring det anseelige opholdsrum, hvor køkken og stue er arrangeret i åben forbindelse. Køkkenet er udført i et enkelt design, og i den tilstødende stue er det især lysindfaldet, som I vil bide mærke i. På førstesalen er der ligeledes en rummelig, lys stue.   Det samlede beboelsesareal er på ikke mindre end 200 kvadratmeter. Foruden de to opholdsrum tilgodeses I i stueplan af henholdsvis to værelser, et praktisk bryggers og et badeværelse med brus. Førstesalen fuldendes af endnu to værelser, hvoraf begge har en hems og herudover findes på førstesalen et toilet. Det er desuden fra førstesalen og den flotte altan, at udsigten er bedst.   Ude og inde bindes smidigt sammen af en skøn havestue, og ude i selve haven er der anlagt med en fornem beplantning, som blomstrer på skift gennem året. Her er mange hyggekroge og terrasser, så potentialet for solbadning og afslapning er i top. Grunden er nem at passe, og ved indkørslen ses en carport.   Fra jeres kommende bopæl bliver det en smal sag at få hverdagens logistik til at gå op i en højere enhed. Inden for en radius af bare en kilometer kan I tilgå skole, let indkøb og et pizzaria, mens øvrige indkøbsmuligheder er at finde i Lindved. Vejle og midtbyens mange muligheder er selvsagt også inden for overkommelig rækkevidde. Det samme er naturen med skov og å.;7100;2000.0;;24.0;;;;;;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vejle;Havrebakken 3, Grejs;Havrebakken 3;Havrebakken 3 Vejle;55.76429;9.547099
Villa;Salg;D;Pillefyr;1850.0;6.0;1.0;1.0;174.0;;863;2.395.000;2.394;Petersmindevej 63, Uhrhøj 7100 Vejle;Denne præsentable og velindrettede villa er beliggende på det attraktive Uhrhøj og har et boligareal på 174 m2 fordelt over halvandet plan.Huset er meget velholdt og i god stand (meget fin tilstandsrapport). Beliggenheden er fantastisk, da huset er beliggende med grønne arealer omkring huset og udsigt til området, og samtidig er der kort afstand til alle daglige fornødenheder såsom indkøbsmuligheder, Petersmindeskolen og daginstitution.I kan også nemt gå til naturrige omgivelser i Uhre Skov, og Vejle bymidte kan nås på cyklen. Ejendommen har en hvidmalet facade og rødt tag. Når I ankommer, kan I parkere bilen i den dobbelte carport og træde ind i entréen, der åbner op til køkkenet og spisestuen, der er samlet i ét rum. Køkkenet har skabe og skuffer, der giver optimale opbevaringsmuligheder, og rummet er velegnet til både madlavning og samvær. Stuen har plads til en behagelig sofagruppe, og resten af denne etage har to værelser og et badeværelse. Trappen fører jer op til førstesalen, hvor I finder yderligere tre værelser, der alle er af god størrelse og kan indrettes efter jeres behov.Udenfor kan I nyde en velanlagt have, hvor der er optimale solforhold. Haven har en græsplæne og let beplantning, der skaber hyggelige områder at tilbringe tid i. Det er også værd at bemærke, at bryggerset med vaskefaciliteter kan tilgås udefra. Huset og beliggenheden skal opleves.;7100;1996.0;;;2.0;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vejle;Petersmindevej 63, Uhrhøj;Petersmindevej 63;Petersmindevej 63 Vejle;55.72426;9.500105
Villa;Salg;A2010;Fjernvarme;2017.0;5.0;2.0;2.0;159.0;;518;4.395.000;2.726;Korntoften 106, St. Grundet 7100 Vejle;Tekniknørden og den kritiske feinschmecker såvel som den helt gennemsnitlige dansker vil hejse beggehænder højt op i vejret, når de oplever dette intelligente hjem med de ypperligste tilvalg, som forsøderdagligdagen.Her har I med andre ord et lækkert rækkehus, hvis attraktive beliggenhed i Vejle står i enubrydelig treenighed med kvalitetsbevidste og æstetiske materialevalg samt intelligente og velovervejedeløsninger. Der er ganske enkelt så mange fede detaljer, synlige såvel som skjulte, at de bliver nødt til at have ensærskilt plads. Gennemgående Svane-elementer, Siemens-hvidevarer, et lyddæmpende gulv og deitalienske, changerende mosaikklinker som er dansk producerede ved kogezonen i køkkenet skaber detformidable udtryk. Hertil sørger automatiserede ovenlysvinduer og Smartvarmeløsningen fra Danfoss fordet ultimative indeklima samt en meget attraktiv varmeudgift.Både de indre og ydre rammer henvender sig til en bred skare, for med fire værelser og tobadeværelser samt et indbydende opholdsmiljø er der nærmest ingen grænser for indretningen. I harendda en decideret forældreafdeling med soveværelse og eget bad i en separat afdeling. Afslutningsviser der et praktisk bryggers samt ekstra høje skabsløsninger i alle værelser.Grunden er placeret højt i landskabet, hvorfor udsigten over det frodige landskab er eminent. Havenhar en overkommelig størrelse, så alle kan være med, og både mod øst, syd og vest har I henrivendeterrassemiljøer. Afslutningsvis er der en bred carport, som i sig selv udgør en hyggelig krog, og etpraktisk skur. Hele haven er desuden lukket.   Med få minutters gang til fantastiske, grønne indspark i Grejsdalen og blot en kort cykeltur til Vejleshyggelige gågade med rige udbud af gastronomi og kultur bliver det ikke meget bedre. Endvidere bliverI bosat i et blandet nabolag, og alt fra s;7100;;;43.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vejle;Korntoften 106, St. Grundet;Korntoften 106;Korntoften 106 Vejle;55.730473;9.54633
Villa;Salg;B;Fjernvarme;1963.0;9.0;2.0;2.0;190.0;;829;5.995.000;3.35;Mejsevej 3, Mølholm 7100 Vejle;Et væld af kvadratmeter, et fantastisk lysindfald og et skønt kig til Vejle Fjord er blot nogle af højdepunkterne for denne villa, der ligger på en lukket vej i Mølholm. Den arkitektonisk flotte ejendom breder sig over tre etager og er placeret på en skrånende grund, så haven udfolder sig i flere hyggelige niveauer. Glæd jer blandt andet til store opholdsrum og fire gode værelser. Allerede fra det sekund, I træder ind i hallen, fornemmer I boligens lyse og luftige atmosfære takket være loftshøjden og de store vinduespartier. Hallen glider let og elegant over i opholdsmiljøet, hvor hele tre dobbelte terrassedøre skaber en flydende overgang mellem inde og ude. Haven strækker sig i flere spændende niveauer og er indhyllet i grønt, mens de mange terrasser lader jer nyde solens stråler på alle tidspunkter af dagen. I bosætter jer i et attraktivt kvarter i Mølholm, hvor I både har kig til fjorden og det skovklædte landskab. Skoven ligger lige rundt om hjørnet, ligesom det ikke tager lang tid at komme til fjorden, havnen og centrums mange tilbud. Skolebørnene sendes trygt af sted mod skolen, ligesom I nemt og bekvemt kommer til daginstitution, idrætsfaciliteter og indkøbsmuligheder.;7100;2011.0;60.0;;;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vejle;Mejsevej 3, Mølholm;Mejsevej 3;Mejsevej 3 Vejle;55.696788;9.55266
Villa;Salg;C;Fjernvarme;1984.0;6.0;2.0;2.0;172.0;;991;2.695.000;3.333;Polarvej 69, Søndermarken 7100 Vejle;Velkommen indenfor på Polarvej 69 på Søndermarken, hvor I bliver mødt af denne indbydende villa, der henvender sig til børnefamilien. Boligen præsenterer sig med en flot, fuldmuret tilbygning med gulvvarme og rummer i alt fem værelser, to badeværelser, et bryggers, et køkken og en stor stue. Udenfor venter en sydvestvendt have, og fra den lukkede vej er der stisystem med kort afstand til indkøbsmuligheder.   Stuen er utrolig rummelig, så det bliver ingen sag at arrangere spisebordet, sofagruppen og læsehjørnet. Dagslyset vælter ind gennem vinduespartierne, og med skydedørspartiet forlænges opholdsmiljøet ud under åben himmel om sommeren. Det er rene linjer, der kendetegner køkkenets indretning med hvide, grebsfrie elementer og en spiseplads.   Der venter jer flere spændende indretningsmuligheder i hjemmet, hvor børnefamilien får glæde af en separat forældreafdeling og et børneafsnit. Som par kan I indfinde jer på soveværelset med skabsvæg og et badeværelse en suite, og her er der ekstra luksuriøse forhold med en spa og masser af plads.   Gennem de lune måneder bliver haven et naturligt omdrejningspunkt, for her kan I nyde solens stråler det meste af dagen. Oasen er nemlig orienteret mod syd og vest, og herude finder I et terrassemiljø med læmur samt en græsplæne, der er perfekt til børnenes leg.    I bosætter jer for enden af et roligt, lukket vænge med trygge stisystemer, der forbinder kvarteret. Fra adressen er der kort afstand til både skole, daginstitution og idrætsfaciliteter. I er også tæt på grønne, rekreative arealer med gode gåruter, og endelig nås Vejles spændende centrum hurtigt i bil eller på cykel.;7100;1995.0;;26.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vejle;Polarvej 69, Søndermarken;Polarvej 69;Polarvej 69 Vejle;55.674088;9.537686
Villa;Salg;E;Fjernvarme;1948.0;2.0;1.0;1.0;81.0;24.0;487;1.195.000;2.202;Chr Hansensvej 11, Grejsdalen 7100 Vejle;Nu udbydes denne charmerende villa på lukket vej i Grejsdalen med kort afstand til centrum. Her får du åen samt naturen som nabo, ligesom alle hverdagens bekvemmeligheder også ligger tæt på. Huset egner sig ideelt til et par, og byder på en overkommelig planløsning med køkken, stue, et værelse og en anvendelig kælder med to disponible rum og et vaskerum. Haven er meget charmerende med udsyn til åen og naturen. Du bosætter dig midt i Grejsdalens smukke naturomgivelser, hvor åen kan opleves direkte fra din egen have. Dertil kommer skoven og andre grønne arealer, som du kan nå inden for få minutters gang. Samtidig er du tæt på alle hverdagens fornødenheder i form af skole, daginstitution, idrætshal og indkøb, ligesom Vejles skønne bymiljø med flere specialbutikker og lækre spisesteder også let nås efter en kort cykeltur. Indenfor venter der på stueetagen et funktionel køkken og en stue, som byder på et dejligt lysindfald og flere indretningsmuligheder. I køkkenet er der tilmed rum til at etablere en lille spiseplads. På første sal finder du et lyst og indbydende værelse med indbygget skabsvæg foruden et badeværelse med separat brus, mens kælderen slutteligt råder over to anvendelige rum, heraf det ene med varme og et praktisk vaskerum. Den idylliske have er en oplevelse i sig selv, hvor du automatisk vil tiltrækkes af træterrassen tæt på åen, hvor du kan nyde solen i løbet af dagen samt synet af den charmerende å, der løber lige nedenfor. På grunden ses også et rødt, charmerende redskabsskur, hvor haveredskaber og plæneklipperen kan gemmes af vejen.;7100;;49.0;;3.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vejle;Chr Hansensvej 11, Grejsdalen;Chr Hansensvej 11;Chr Hansensvej 11 Vejle;55.947347;8.489325
Landejendom / Villa;Salg;E;Elvarme;1991.0;5.0;2.0;2.0;138.0;73.0;6 ha;2.295.000;2.274;Gl Viborgvej 7 7100 Vejle;Indenfor udfolder kvadratmeterne sig via en veldisponeret planløsning, som får boligen til at virke mere rummelig. Det store køkken/alrum giver jer mulighed for at prioritere samvær på tværs af madlavning og forskellige gøremål. Tilmed er der en hyggelig brændeovn fra 2017, som bliver det naturlige omdrejningspunkt i vinterhalvåret. Køkken/alrummet ligger i åben forbindelse med to stuer og en udestue, der skaber en let og indbydende stemning, som forstærkes af lysindfaldet. Udestuen er særlig lys med to ovenlysvinduer og store glaspartier, der giver en pragtfuld udsigt over det grønne landskab. Tilmed har både udestuen og den ene stue udgang til hver sin terrasse, som på harmonisk vis forener inde og ude. Udenfor kan I se frem til en stor grund på ca. 6 ha med en smuk udsigt over det grønne landskab. Den dejlige have har tre hyggelige terrasser, der indbyder til frokost under åben himmel. Som bonus er der en garagebygning og nogle udhuse. Beliggenheden er pragtfuld, hvis I ønsker at bo tæt på naturen, og samtidig have hverdagens gøremål inden for overskuelig rækkevidde. Der er ikke langt til skolen, indkøb, sportsfaciliteter og daginstitution på Nørremarken. Der er cykelsti hele vejen til Vejle by og endelig giver bilen jer hurtig adgang til Vejle centrum.;7100;;;;1.0;80.0;;;;;210.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vejle;Gl Viborgvej 7;Gl Viborgvej 7;Gl Viborgvej 7 Vejle;55.751031;9.374131
Villa;Salg;C;Fjernvarme;1922.0;4.0;1.0;2.0;142.0;20.0;640;3.395.000;2.905;Ømkulevej 41 7100 Vejle;Fjernvarme tilsluttet ejendommen i juni 2023Denne villa i udkanten af Vejles centrum byder på masser af lys, en smuk udsigt og en god beliggenhed nær naturen og hverdagens gøremål. Huset består af en soveafdeling på førstesalen, et opholdsmiljø i stueetagen og en kælder, der tilsammen sikrer jer både privatliv og kvalitetstid med hinanden. Oveni har boligen et tag fra 2021 og er malet udvendigt i 2021, ligesom der er udskiftet vinduer i 2016.Der er åben forbindelse mellem stuen og køkken/alrummet, hvilket skaber en luftig rumfornemmelse. Oveni gør indretningen det muligt at prioritere samvær på tværs af madlavning og forskellige aktiviteter. Den hyggelige havestue fremtræder let og indbydende med et skønt lysindfald fra gulv-til-loft-vinduerne, som rent visuelt ophæver grænsen mellem inde og ude. Her kan I tyvstarte med forårssolens stråler og forlænge sommeren langt ind i efteråret. I kan glæde jer til en hyggelig soveafdeling på førstesalen, som giver en mulighed for at trække jer tilbage og slappe af i private omgivelser. Heroppe findes fire gode værelser, hvor I udover et soveværelse kan indrette jer med enten børneværelser, kontor eller hobbyrum. Udenfor kan I se frem til en dejlig grund, der i sommerhalvåret bliver et skønt supplement til boligen. Her er der en lækker terrasse, som indbyder til frokost under åben himmel. Som bonus har terrassen direkte adgang til havestuen, som på harmonisk vis forener inde og ude. Beliggenheden er pragtfuld, hvis I vil bo tæt på naturen og samtidig have byliv indenfor kort rækkevidde. I får gåafstand til bus, skole, indkøb og daginstitution. Desuden er der mulighed for fysiske udfoldelser i sportshallen og svømmehallen. Alt imens sætter skoven og det enestående sø- og vådområde, Kongens Kær, tempoet ned med gåture i naturskønne omgivelser. Endelig fører cyklen jer hurtig til Vejle Station og byens gågade.;7100;;10.0;;;22.0;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vejle;Ømkulevej 41;Ømkulevej 41;Ømkulevej 41 Vejle;55.701509;9.519019
Villa;Salg;C;Fjernvarme;1997.0;5.0;2.0;2.0;147.0;;711;3.095.000;3.004;Skovhøjen 2, Søndermarken 7100 Vejle;På Søndermarken ligger denne flotte villa, som byder på lyse omgivelser, lækre kvalitetsmaterialer og gulvvarme overalt. Planløsningen er optimal med to badeværelser, et stort, åbent opholdsmiljø samt en separat voksenafdeling og børneafdeling, der tilsammen sikrer jer både privatliv og kvalitetstid med hinanden. Oveni er køkkenet, bryggerset og det ene badeværelse renoveret i 2022 med flotte HTH-elementer. Endelig bor I tæt på naturen og hverdagens gøremål.  Samlingspunktet er det store opholdsmiljø med åben forbindelse mellem stuen og køkken/alrummet, som gør det muligt at prioritere samvær på tværs af madlavning og forskellige aktiviteter. Komforten er i top i HTH-køkkenet fra 2022 med en ovn i ergonomisk højde, en Quooker og en Bora-kogeplade. Tilmed fremtræder stuen let og indbydende med et skønt lysindfald og udgang til terrassen, som forener inde og ude.  Den gennemtænkte planløsning giver jer mulighed for at trække jer tilbage og slappe af i private omgivelser. I får nemlig en separat børneafdeling med to værelser og et badeværelse. I den modsatte ende af huset findes et forældresoveværelse, som er særligt lækkert med adgang til terrassen og et flot istandsat badeværelse fra 2022. Endelig er der et stilrent HTH-bryggers fra 2022 med separat indgang. Udenfor kan I glæde jer over en dejlig, nem grund, der særligt i sommerhalvåret bliver et skønt supplement til boligen.Haven er helt lukket og byder på to hyggelige terrasser, som indbyder til frokost under åben himmel. Til boligen hører også en carport og et skur. Som bonus er der lagt flotte betonfliser i hele indkørslen i 2021.Glæd jer til en rolig beliggenhed på en lukket vej, som på bedste vis forener grønne områder med hverdagens gøremål. I får gåafstand til bus, indkøb, skole og sportshal, mens skoven stort set er i baghaven. Afslutningsvis fører cyklen jer hurtigt til centrum med et rigt kulturliv, lækre spisesteder og spændende butikker.;7100;;;30.0;1.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vejle;Skovhøjen 2, Søndermarken;Skovhøjen 2;Skovhøjen 2 Vejle;55.68913;9.523059
Villa;Salg;E;Fjernvarme;1974.0;5.0;1.0;2.0;165.0;;903;2.698.000;2.836;Marie Grubbes Vej 3, Vinding 7100 Vejle;Både huset, haven og beliggenheden byder alt sammen ind med forrygende kvaliteter her på Marie Grubbes Vej 3 i Vinding. Ejendommen ligger for enden af vejen, og fra adressen er der praktisk talt kort afstand til alt. I overtager et flot vedligeholdt hjem med plads til familien i form af fire værelser og store, lyse opholdsrum. Glæd jer også til den sydvendte terrasse.  Køkkenet og stuerne ligger i forlængelse af hinanden, så her kan familien rigtig folde sig ud på tværs af aktiviteter, hvad enten det drejer sig om lektielæsning, leg, madlavning eller sofaafslapning. Køkkenet fra 2018 er stilrent med enkle, hvide skabselementer, og begge opholdsrum får tilført en masse dagslys. Den ene af stuerne sætter prikken over i’et med loft til kip og udgang til den sydvendte terrasse.  Ejendommen er løbende vedligeholdt, og af seneste forbedringer kan nævnes, at alle vinduer er skiftet i 2009, mens facaden er nymalet, og taget er renset og malet i 2022. Badeværelset og bryggerset er renoveret mellem 2022 og 2023, og begge rum har gulvvarme. Bryggerset er ekstra stort, hvilket kommer enhver børnefamilie til gode.  Om sommeren lader I stuens terrassedøre stå på vid gab, så der skabes en flydende overgang mellem inde og ude. Her åbner I ud til den store, sydvendte terrasse. Haven er nem at holde, og her er god plads til børnenes leg.  Beliggenheden er svær at slå, for her bor I tæt på alt, hvad I skal bruge i hverdagen og fritiden. Villaen ligger for enden af vejen i et lukket kvarter med stisystemer, og herfra kommer børnene trygt til skole, mens de små nemt afleveres i daginstitution. Vindinggård Center, skoven og motorvejen er ligeledes inden for nær rækkevidde, og I kommer hurtigt ind til centrum.;7100;;;32.0;;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vejle;Marie Grubbes Vej 3, Vinding;Marie Grubbes Vej 3;Marie Grubbes Vej 3 Vejle;55.679684;9.556315
